Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label
248,145,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7292261,-29.0163613,71
249,152,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.7897971,-29.016452299999997,71
250,146,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.7340351,-29.0177973,71
251,3757,"Fe, GNSS",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.221823,-29.3639223,54
252,8309,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.363748,-29.37418730000001,54
253,8434,PTM,PTM,OCCURRENCE,Not worked,Low Significance,SKRN,134.90932800000002,-29.376457300000002,53
254,11139,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.26633759999999,-29.381063399999995,38
255,8739,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.99454599999999,-29.3812723,71
256,8357,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.001039,-29.382806300000002,54
257,3760,Fe,Fe,DEPOSIT,Not worked,Locally Significant,MGTM,135.03948,-29.3907433,54
258,167,OPAL,OPAL,PROSPECT,Seasonal,Low Significance,OPAL,134.86271000000002,-29.398107300000003,71
259,86,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.48097669999999,-29.408689399999997,36
260,147,"OPAL, ALU",OPAL,DEPOSIT,Seasonal,Significant to SA,OPAL,134.74144109999997,-29.018370299999997,71
261,115,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6788841,-29.020745299999998,71
262,116,OPAL,OPAL,OCCURRENCE,Seasonal,Low Significance,OPAL,134.6999311,-29.0221483,71
263,153,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,134.7938011,-29.023876300000005,71
264,4471,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.9943358,-29.0258354,36
265,3050,Au,Au,DEPOSIT,Not worked,Low Significance,TCTO,133.7825402,-29.620252299999997,17
266,11442,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.8723652,-29.6219583,17
267,8360,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTM,135.48445800000002,-29.622897299999998,54
268,10838,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,133.7342222,-29.6297423,17
269,9458,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.431101,-29.6336403,54
270,161,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.485756,-29.6349853,71
271,3267,Au,Au,DEPOSIT,Not worked,Low Significance,TCTO,133.7265792,-29.6350683,17
272,11184,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.5975179,-29.6356863,68
273,8744,COAL,COAL,OCCURRENCE,Ceased,Low Significance,COAL,134.73181509999998,-29.6380413,12
274,10707,OCR,OCR,OCCURRENCE,Recreation,Low Significance,CLYS,137.67465369999996,-29.6392124,55
275,11794,Fe,Fe,PROSPECT,Not worked,Locally Significant,BIFM,135.2754187,-29.423361699999997,54
276,11176,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.24062460000002,-29.4341114,38
277,8293,"Zn, Fe",Zn,OCCURRENCE,Not worked,Low Significance,QMTU,135.440877,-29.434424300000003,70
278,11183,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.56950790000002,-29.4366863,68
279,81,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.1173488,-29.4375224,36
280,11793,Fe,Fe,PROSPECT,Not worked,Locally Significant,BIFM,135.27655239999999,-29.4422673,54
281,8208,"SAND, SiO2",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,134.4181021,-29.4443973,73
282,4140,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,134.4850591,-29.444988300000002,12
283,8435,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.123753,-29.4513423,68
284,4480,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.27529669999998,-29.453339399999997,36
285,90,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.83289480000002,-29.4679104,36
286,8213,GRNT,GRNT,OCCURRENCE,Care/ Maintenance,Low Significance,GRNT,135.179777,-29.46815530000001,50
287,3759,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.33005,-29.4690413,54
288,98,GRNT,GRNT,DEPOSIT,Care/ Maintenance,Locally Significant,GRNT,135.148529,-29.470089299999998,50
289,4481,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.3189467,-29.4724774,36
290,11539,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.1540823,-29.477293300000003,31
291,91,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.9003428,-29.479775399999994,36
292,4479,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.2746857,-29.481851399999996,36
293,92,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.86000380000002,-29.4844064,36
294,93,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.86377280000002,-29.486807399999996,36
295,4473,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.3909057,-29.496082399999995,36
296,3010,"Fe, REE",Fe,DEPOSIT,Care/ Maintenance,Locally Significant,METL,135.38268200000002,-29.589674300000002,54
297,3065,PALY,PALY,OCCURRENCE,Not worked,Low Significance,CLYS,133.7242842,-29.59205630000001,81
298,3039,Au,Au,PROSPECT,Not worked,Low Significance,TCTO,134.09122309999998,-29.6856283,17
299,3025,"Fe, Cu",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.455307,-29.6868973,54
300,9159,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,MSOM,135.392056,-29.6879113,68
301,3052,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.40178410000001,-29.7011293,17
302,3089,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.0870071,-29.7012113,17
303,9460,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.5234049,-29.703882300000004,68
304,89,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,136.85250680000001,-29.497414399999997,36
305,8358,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.248651,-29.501709299999998,54
306,8883,OSH,OSH,OCCURRENCE,Not worked,Low Significance,OISH,134.2777391,-29.5126153,5
307,11512,PALY,PALY,OCCURRENCE,Not worked,Low Significance,CLYS,133.88718020000002,-29.5149563,81
308,4478,"CELES, BAR",CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.0625178,-29.518400399999997,36
309,3026,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.02551709999997,-29.540155300000002,17
310,4476,"DOL, Mg",DOL,PROSPECT,Not worked,Locally Significant,DLOM,137.4814377,-29.5413404,32
311,9078,COAL,COAL,DEPOSIT,Not worked,Locally Significant,LIGN,132.9902903,-29.545763300000004,12
312,9357,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,MTHH,133.46238219999998,-29.5528793,82
313,11456,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SKRN,135.447706,-29.5573693,68
314,88,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.33037969999998,-29.5587294,36
315,3028,"Au, Ag",Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.0641041,-29.5627053,17
316,11325,"Cu, REE",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.39088999999998,-29.5654093,68
317,3027,Au,Au,DEPOSIT,Not worked,Low Significance,MTHH,134.0256241,-29.5796293,17
318,3069,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,134.01754609999998,-29.585399300000002,17
319,11510,PALY,PALY,DEPOSIT,Not worked,Low Significance,CLYS,134.0087331,-29.6403663,81
320,9079,COAL,COAL,OCCURRENCE,Not worked,Low Significance,LIGN,133.1823783,-29.6403833,12
321,9840,"V, Fe, Ti",V,OCCURRENCE,Not worked,Low Significance,MINT,135.5271519,-29.649357300000002,30
322,10503,"SAND, GRVL",SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.6391937,-29.649394399999995,73
323,9457,"Cu, PTM",Cu,OCCURRENCE,Not worked,Low Significance,BREC,135.6163289,-29.651410300000002,68
324,8359,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.377152,-29.6548333,54
325,9459,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.400203,-29.657202299999998,68
326,164,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.27158,-29.6651093,71
327,8291,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTM,135.436094,-29.665482300000004,54
328,3001,"Fe, Au, Cu, U",Fe,PROSPECT,Not worked,Locally Significant,MGTM,135.391986,-29.6699523,54
329,163,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.278417,-29.6713223,71
330,9956,HMIN,HMIN,DEPOSIT,Not worked,Low Significance,SAND,132.0521354,-29.6758053,16
331,11370,Au,Au,OCCURRENCE,Abandoned,Low Significance,BREC,137.50356069999998,-29.680221399999997,17
332,4451,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.49545769999997,-29.6833724,68
333,11768,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.28358369999998,-29.6854424,56
334,97,"GRNT, FEST",GRNT,DEPOSIT,Seasonal,Locally Significant,GRNT,134.79896609999997,-29.41339330000001,50
335,11459,Fe,Fe,OCCURRENCE,Not worked,Low Significance,SKRN,134.81672769999997,-29.413456899999996,54
336,11792,Fe,Fe,PROSPECT,Not worked,Low Significance,BIFM,135.23076,-29.4145114,54
337,82,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,137.12052480000003,-29.416721399999997,36
338,11460,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,135.080778,-29.418756300000002,54
339,8328,"Fe, Au",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.1294881,-29.4202892,54
340,8210,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,134.79455009999998,-29.4207353,73
341,85,CELES,CELES,OCCURRENCE,Not worked,Low Significance,IRSU,137.5596167,-29.422266399999998,36
342,10911,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.56838269999997,-29.724909399999998,68
343,9848,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.5956009,-29.7282153,68
344,9847,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,FBRC,135.63366090000002,-29.729663300000002,68
345,9897,Zn,Zn,OCCURRENCE,Not worked,Low Significance,TCTO,135.80293390000003,-29.730549300000003,70
346,11434,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8671526,-29.731438399999995,68
347,203,RHYO,RHYO,DEPOSIT,Not worked,Locally Significant,RHYO,134.7031301,-29.7316593,22
348,4448,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.91037659999998,-29.7325974,68
349,11365,"Cr, Ni",Cr,OCCURRENCE,Not worked,Low Significance,REGO,133.9298642,-29.73513830000001,11
350,3259,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.4658122,-29.7351923,17
351,11431,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.9071856,-29.7409934,68
352,10365,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,138.06590359999998,-29.7421294,60
353,4455,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.9246876,-29.742595399999995,68
354,9849,"Zn, Cu, Pb",Zn,OCCURRENCE,Not worked,Low Significance,VOLC,135.9307479,-29.743158299999997,70
355,11432,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.9084896,-29.7432204,68
356,9360,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,BREC,135.63757990000002,-29.744309299999998,68
357,4445,Cu,Cu,OCCURRENCE,Not worked,Low Significance,ARGL,137.9799286,-29.7467864,68
358,9361,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,BREC,135.6298389,-29.7468283,68
359,11433,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9036516,-29.7469294,68
360,4457,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8622506,-29.7482144,68
361,10910,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.92456059999998,-29.748650399999995,68
362,11443,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.7623612,-29.7500203,17
363,4447,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,MTHH,137.9976806,-29.750663399999997,68
364,10706,OCR,OCR,OCCURRENCE,Recreation,Low Significance,CLYS,138.2299436,-29.7526124,55
365,11428,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.9487656,-29.7950914,68
366,11520,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.4139261,-29.79709930000001,17
367,4456,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MSED,137.86245060000002,-29.757839399999998,68
368,5264,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9897466,-29.762496399999996,68
369,11419,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.9728146,-29.7652364,68
370,9806,W,W,OCCURRENCE,Not worked,Low Significance,GNSS,133.2271162,-29.768932300000003,62
371,11574,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.5626482,-29.769906300000002,17
372,5227,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,VEIN,138.0038116,-29.7727534,68
373,9133,"Cu, Ag, Au",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.0020966,-29.774788399999995,68
374,11424,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9492296,-29.776825399999996,68
375,11423,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9517696,-29.7790854,68
376,4454,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9538456,-29.781502399999997,68
377,162,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.425659,-29.7884343,71
378,9132,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.00148159999998,-29.788483399999997,68
379,4460,DIA,DIA,OCCURRENCE,Not worked,Low Significance,GRVL,137.89455759999998,-29.791614399999997,60
380,11426,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.95957959999998,-29.792440399999997,68
381,9456,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.85287390000002,-29.7058713,68
382,9359,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,135.49004,-29.709064299999998,31
383,160,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.327731,-29.7091143,71
384,11654,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9732136,-29.798277399999996,68
385,11455,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.38620020000002,-29.799193300000002,17
386,11425,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.95781259999998,-29.8005624,68
387,4466,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9550156,-29.8009484,68
388,11429,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9492616,-29.801594399999995,68
389,4458,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.9983896,-29.8044494,68
390,4453,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,REGO,137.3925597,-29.8050874,56
391,11427,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.95837659999998,-29.8057104,68
392,11430,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9504436,-29.8110494,68
393,9131,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SHLE,138.0127946,-29.811376399999997,68
394,4465,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,137.7514496,-29.812441399999997,17
395,4462,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.7629266,-29.8160794,68
396,166,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.20408700000002,-29.709543300000004,71
397,9455,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,135.445904,-29.7108443,68
398,4470,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.9765546,-29.716559399999998,68
399,8329,"Cu, Ag, Au, U",Cu,DEPOSIT,Active Mine,Significant to SA,MSED,135.5776179,-29.718425300000003,68
400,11700,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,132.1833624,-29.7184463,16
401,165,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.319491,-29.7186103,71
402,9895,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VOLC,135.6748779,-29.723683299999998,68
403,9776,Cu,Cu,PROSPECT,Not worked,Low Significance,VEIN,134.1105081,-29.9032623,68
404,4463,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.77435559999998,-29.8398664,68
405,10907,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7599876,-29.8402094,68
406,4469,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.9593386,-29.842575399999994,68
407,11421,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9504476,-29.848707399999995,68
408,9146,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.8093286,-29.849908399999997,68
409,10908,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7687076,-29.852145399999998,68
410,4485,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9508916,-29.852913399999995,68
411,11627,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.37360420000002,-29.853808299999997,17
412,11559,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,137.9489056,-29.8547124,17
413,4468,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.8115216,-29.8560914,68
414,10906,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.68128169999997,-29.8565374,68
415,11422,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.9491216,-29.857547399999998,68
416,4446,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7828676,-29.8591664,68
417,9340,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,133.5590152,-29.8618463,31
418,4467,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.6871237,-29.867677399999998,68
419,10909,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.7847676,-29.8689624,68
420,3048,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,133.5973622,-29.873538300000003,17
421,4483,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.8166906,-29.875490399999997,68
422,96,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,135.0809,-29.895407300000002,27
423,10904,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9618146,-29.913520399999996,68
424,11454,Au,Au,OCCURRENCE,Not worked,Low Significance,PEGM,133.5371512,-29.876756300000004,17
425,4484,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MSLT,137.8098536,-29.8777734,68
426,3046,"Au, Ag",Au,DEPOSIT,Care/ Maintenance,Significant to SA,PAGN,133.5878602,-29.878202299999998,17
427,4459,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9208076,-29.8817664,68
428,3047,Au,Au,DEPOSIT,Not worked,Locally Significant,PEGM,133.5927652,-29.8838663,17
429,4139,"Fe, Au",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.9105342,-29.8849613,54
430,11312,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,132.0897084,-29.8849863,16
431,3012,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,134.2841651,-29.8856223,54
432,3036,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.5483112,-29.89038630000001,17
433,9015,MAGS,MAGS,DEPOSIT,Not worked,Locally Significant,MGNS,137.65980469999997,-29.894144399999995,75
434,10601,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.29407120000002,-29.9065083,31
435,4138,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.4473711,-29.908082300000004,54
436,11447,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.7177182,-29.908746299999997,17
437,9777,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,134.43544609999998,-29.9104683,68
438,11445,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6309012,-29.9111483,17
439,10530,HMIN,HMIN,DEPOSIT,Not worked,Low Significance,SAND,131.12640349999998,-29.9122162,16
440,11444,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6207662,-29.818994300000004,17
441,11653,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.76028359999998,-29.824232399999996,68
442,11227,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7614756,-29.828926399999997,68
443,9160,"Zn, Ag, Pb",Zn,OCCURRENCE,Not worked,Low Significance,VEIN,135.190981,-29.831218300000003,70
444,9084,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.8565692,-29.832995299999997,17
445,4464,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.7953586,-29.8351064,68
446,3040,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.9210591,-29.9186333,17
447,9243,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.2642181,-29.924334299999998,17
448,10902,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9714846,-29.9261744,68
449,11698,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.4520801,-29.9278653,17
450,10903,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9746356,-29.928196399999997,68
451,3005,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.06771799999999,-30.027446299999998,54
452,3009,Fe,Fe,DEPOSIT,Not worked,Low Significance,QMTU,135.055795,-30.0288233,54
453,3123,"Fe, Cu",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,134.25556809999998,-29.93712630000001,54
454,9244,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.96099909999998,-29.9430033,17
455,9242,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.08931809999999,-29.961143300000003,17
456,10905,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9645286,-29.9172104,68
457,402,DOL,DOL,DEPOSIT,Abandoned,Low Significance,DLOM,131.6686124,-30.030098300000002,32
458,11505,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.84767820000002,-30.0317463,17
459,551,CELES,CELES,OCCURRENCE,Not worked,Low Significance,REGO,135.9654429,-30.038720299999998,36
460,10367,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,137.8045616,-30.043552399999996,60
461,3521,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6776516,-30.0451684,68
462,8458,Ag,Ag,OCCURRENCE,Not worked,Low Significance,MSED,135.6696129,-29.9731473,47
463,11519,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.8686022,-29.977200300000003,17
464,11518,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.10329009999998,-29.9847213,17
465,5266,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.11578459999998,-29.9906294,68
466,9237,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.03753759999998,-30.016378399999997,68
467,11514,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6812902,-30.0172363,17
468,3519,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,137.8343046,-30.017407399999996,68
469,10901,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.0865086,-30.0215034,68
470,9245,"OPAL, CLAY",OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.2589907,-30.0923274,71
471,11699,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,REGO,134.09081709999998,-30.0979033,82
472,3754,COAL,COAL,OCCURRENCE,Not worked,Low Significance,LIGN,132.0883004,-30.1022053,12
473,3004,Fe,Fe,DEPOSIT,Not worked,Locally Significant,METL,135.152727,-29.9957433,54
474,3003,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.121486,-29.9964723,54
475,3008,Fe,Fe,DEPOSIT,Not worked,Low Significance,QMTU,135.061399,-30.0048613,54
476,3006,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.111221,-30.005587300000002,54
477,11731,MAGS,MAGS,DEPOSIT,Not worked,Low Significance,MGNS,137.7763076,-30.0080864,75
478,10602,U,U,OCCURRENCE,Not worked,Low Significance,GRVL,133.5908632,-30.011525300000002,31
479,4297,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1145436,-30.0136484,68
480,3007,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.11785700000001,-30.0136673,54
481,11368,Au,Au,OCCURRENCE,Not worked,Low Significance,MSED,135.06127,-30.0145083,17
482,9238,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.0264636,-30.015720399999996,68
